ID,FECHA,AÃ‘O,MES,DIA,HORA,COMUNA,LONGITUD,LATITUD,TIPO_CALLE,ACUSADO,VICTIMA,CANT_VICTIMA
2019-0104,2019-12-21,2019,12,21,4,10,-58.47460416,-34.63206174,AVENIDA,AUTO,MOTO,1
2020-0001,2020-01-04,2020,1,4,10,15,-58.43910409,-34.59213355,CALLE,AUTO,PEATON,1
2020-0002,2020-01-05,2020,1,5,20,7,-58.45019436,-34.64646409,AVENIDA,OBJETO FIJO,MOTO,1
2020-0003,2020-01-11,2020,1,11,6,3,-58.39337644,-34.60927582,AVENIDA,AUTO,PEATON,1
2020-0004,2020-01-14,2020,1,14,21,1,-58.39055614,-34.60919284,AVENIDA,PASAJEROS,PEATON,1
2020-0005,2020-01-14,2020,1,14,6,3,-58.41036975,-34.62477021,AVENIDA,PASAJEROS,MOTO,1
2020-0006,2020-01-20,2020,1,20,12,8,-58.44925765,-34.65412546,AVENIDA,CARGAS,MOTO,1
2020-0007,2020-01-27,2020,1,27,0,1,-58.38156850,-34.61648696,CALLE,MOTO,PEATON,1
2020-0008,2020-01-30,2020,1,30,7,2,-58.40662899,-34.59804521,AVENIDA,CARGAS,MOTO,1
2020-0009,2020-02-04,2020,2,4,14,5,-58.41985649,-34.60600850,CALLE,AUTO,PEATON,1
2020-0010,2020-02-08,2020,2,8,5,1,-58.38099833,-34.62214953,AVENIDA,OBJETO FIJO,MOTO,1
2020-0011,2020-02-12,2020,2,12,11,5,-58.41803309,-34.61823178,CALLE,CARGAS,MOTO,1
2020-0012,2020-02-18,2020,2,18,21,3,-58.40604003,-34.61783553,CALLE,MOTO,PEATON,1
2020-0013,2020-02-20,2020,2,20,12,15,-58.47549929,-34.57994061,AVENIDA,MOTO,PEATON,1
2020-0014,2020-02-27,2020,2,27,2,11,-58.51398484,-34.61600366,CALLE,PASAJEROS,MOTO,1
2020-0015,2020-02-28,2020,2,28,14,1,-58.36797542,-34.62519403,AVENIDA,PASAJEROS,MOTO,1
2020-0016,2020-02-29,2020,2,29,13,1,-58.37133616,-34.59879316,AVENIDA,PASAJEROS,PEATON,1
2020-0017,2020-03-05,2020,3,5,23,3,-58.39613805,-34.61413568,AVENIDA,AUTO,PEATON,1
2020-0018,2020-03-09,2020,3,9,14,13,-58.44903073,-34.54200276,AVENIDA,OBJETO FIJO,MOTO,1
2020-0019,2020-03-10,2020,3,10,21,5,-58.41972364,-34.62846670,CALLE,AUTO,PEATON,1
2020-0020,2020-03-13,2020,3,13,17,3,-58.40571596,-34.60557123,AVENIDA,MOTO,PEATON,1
2020-0021,2020-03-14,2020,3,14,16,2,-58.41451590,-34.59488319,CALLE,AUTO,PEATON,1
2020-0022,2020-04-07,2020,4,7,6,9,-58.47297505,-34.66245085,AUTOPISTA,CARGAS,AUTO,1
2020-0023,2020-04-09,2020,4,9,18,4,-58.35791192,-34.63695178,AVENIDA,CARGAS,AUTO,1
2020-0024,2020-04-24,2020,4,24,7,9,-58.50801713,-34.65177305,CALLE,AUTO,AUTO,1
2020-0025,2020-05-12,2020,5,12,5,3,-58.40258477,-34.60975108,AVENIDA,AUTO,PEATON,1
2020-0026,2020-05-17,2020,5,17,6,14,.,.,AUTOPISTA,OBJETO FIJO,MOTO,1
2020-0027,2020-05-18,2020,5,18,8,8,-58.48267426,-34.68454456,AVENIDA,CARGAS,PEATON,1
2020-0028,2020-05-19,2020,5,19,10,15,-58.44248936,-34.60221948,AVENIDA,PASAJEROS,PEATON,1
2020-0029,2020-06-10,2020,6,10,14,9,-58.52909134,-34.63886726,GRAL PAZ,PASAJEROS,PEATON,1
2020-0030,2020-06-16,2020,6,16,15,6,-58.45158942,-34.60646580,AVENIDA,MULTIPLE,MOTO,1
2020-0031,2020-06-30,2020,6,30,8,9,-58.49344309,-34.65788529,AVENIDA,CARGAS,MOTO,1
2020-0032,2020-07-10,2020,7,10,23,15,-58.44259166,-34.59635137,AVENIDA,AUTO,MOTO,1
2020-0033,2020-07-19,2020,7,19,6,13,-58.46743471,-34.53476874,GRAL PAZ,OBJETO FIJO,AUTO,1
2020-0034,2020-08-02,2020,8,2,3,3,-58.41178158,-34.60922259,CALLE,AUTO,PEATON,1
2020-0035,2020-08-04,2020,8,4,5,7,-58.45068621,-34.63638927,AUTOPISTA,PASAJEROS,MOTO,1
2020-0036,2020-08-07,2020,8,7,18,14,-58.42016954,-34.58778790,AVENIDA,MOTO,PEATON,1
2020-0037,2020-08-29,2020,8,29,4,8,-58.43850413,-34.65554754,AVENIDA,AUTO,PEATON,1
2020-0038,2020-08-30,2020,8,30,4,14,-58.40617526,-34.58345898,AVENIDA,AUTO,AUTO,2
2020-0038,2020-08-30,2020,8,30,4,14,-58.40617526,-34.58345898,AVENIDA,AUTO,AUTO,2
2020-0039,2020-09-01,2020,9,1,19,9,.,.,CALLE,CARGAS,PEATON,1
2020-0040,2020-09-12,2020,9,12,3,2,-58.38526125,-34.57805810,AVENIDA,OBJETO FIJO,AUTO,1
2020-0041,2020-09-28,2020,9,28,1,7,-58.44750470,-34.63491705,AVENIDA,PASAJEROS,MOTO,1
2020-0042,2020-09-29,2020,9,29,17,8,-58.46745752,-34.68192648,AVENIDA,PASAJEROS,PEATON,1
2020-0043,2020-09-30,2020,9,30,17,1,-58.37202621,-34.59717942,AVENIDA,PASAJEROS,PEATON,1
2020-0044,2020-10-05,2020,10,5,0,6,-58.42779702,-34.62207347,AVENIDA,AUTO,AUTO,1
2020-0045,2020-10-19,2020,10,19,3,8,-58.46244952,-34.70524971,GRAL PAZ,CARGAS,AUTO,1
2020-0046,2020-10-27,2020,10,27,21,11,-58.48440160,-34.60776782,AVENIDA,MOTO,MOTO,1
2020-0047,2020-10-27,2020,10,27,14,9,-58.46668375,-34.65174801,AUTOPISTA,CARGAS,PEATON,1
2020-0048,2020-10-29,2020,10,29,20,15,-58.44958780,-34.59322448,AVENIDA,OBJETO FIJO,MOTO,1
2020-0049,2020-10-30,2020,10,30,20,1,-58.37533517,-34.59276462,AVENIDA,AUTO,PEATON,1
2020-0050,2020-11-01,2020,11,1,22,14,-58.42525456,-34.57866344,AVENIDA,MOTO,PEATON,1
2020-0051,2020-11-05,2020,11,5,0,10,-58.48493828,-34.62981124,AVENIDA,AUTO,MOTO,1
2020-0052,2020-11-07,2020,11,7,6,3,-58.40480504,-34.60183884,AVENIDA,CARGAS,BICICLETA,1
2020-0053,2020-11-09,2020,11,9,3,4,-58.41125934,-34.65417740,AVENIDA,AUTO,AUTO,1
2020-0054,2020-11-19,2020,11,19,9,4,-58.39956546,-34.62977080,CALLE,AUTO,BICICLETA,1
2020-0055,2020-11-19,2020,11,19,12,12,-58.49005682,-34.57868970,AVENIDA,CARGAS,PEATON,1
2020-0056,2020-11-21,2020,11,21,13,8,-58.47064556,-34.69843756,GRAL PAZ,CARGAS,MOTO,1
2020-0057,2020-11-23,2020,11,23,7,11,-58.47501560,-34.61945902,AVENIDA,AUTO,PEATON,1
2020-0058,2020-11-24,2020,11,24,16,10,-58.48727942,-34.63652467,AVENIDA,AUTO,PEATON,1
2020-0059,2020-12-01,2020,12,1,6,1,-58.37951690,-34.62794241,CALLE,PASAJEROS,PEATON,1
2020-0060,2020-12-03,2020,12,3,20,9,-58.47750832,-34.65672199,AVENIDA,MOTO,PEATON,1
2020-0061,2020-12-03,2020,12,3,14,13,-58.44927253,-34.54048625,AUTOPISTA,CARGAS,MOTO,1
2020-0062,2020-12-04,2020,12,4,17,3,-58.39246272,-34.61253541,CALLE,PASAJEROS,BICICLETA,1
2020-0063,2020-12-05,2020,12,5,7,11,-58.52783814,-34.61047001,CALLE,MOTO,PEATON,2
2020-0063,2020-12-05,2020,12,5,7,11,-58.52783814,-34.61047001,CALLE,MOTO,MOTO,2
2020-0065,2020-12-05,2020,12,5,16,12,-58.49332664,-34.54836855,GRAL PAZ,AUTO,MOTO,1
2020-0066,2020-12-07,2020,12,7,4,10,-58.50178784,-34.63593897,AUTOPISTA,OBJETO FIJO,MOTO,1
2020-0067,2020-12-11,2020,12,11,22,4,-58.41657793,-34.65476216,AVENIDA,PASAJEROS,PEATON,1
2020-0068,2020-12-12,2020,12,12,20,2,-58.39731474,-34.58307887,AVENIDA,AUTO,MOTO,1
2020-0069,2020-12-15,2020,12,15,5,1,-58.38746381,-34.61790839,AVENIDA,PASAJEROS,MOTO,1
2020-0070,2020-12-17,2020,12,17,15,2,-58.39189441,-34.59176378,AVENIDA,PASAJEROS,PEATON,1
2020-0071,2020-12-17,2020,12,17,23,7,-58.46749188,-34.63551751,AVENIDA,AUTO,PEATON,1
2020-0072,2020-12-19,2020,12,19,3,3,-58.40280471,-34.62113271,AVENIDA,AUTO,BICICLETA,1
2020-0073,2020-12-20,2020,12,20,7,8,-58.44451316,-34.68475866,AVENIDA,OBJETO FIJO,MOTO,1
2020-0074,2020-12-20,2020,12,20,21,7,-58.47110424,-34.62742408,AVENIDA,AUTO,AUTO,1
2020-0075,2020-12-23,2020,12,23,14,1,-58.38220928,-34.60373898,AVENIDA,PASAJEROS,PEATON,1
2020-0076,2020-12-24,2020,12,24,12,10,-58.49794468,-34.61565025,AVENIDA,PASAJEROS,AUTO,1
2020-0077,2020-12-25,2020,12,25,6,15,-58.47220945,-34.60111373,AVENIDA,AUTO,MOTO,2
2020-0077,2020-12-25,2020,12,25,6,15,-58.47220945,-34.60111373,AVENIDA,AUTO,MOTO,2
2020-0078,2020-12-25,2020,12,25,5,7,-58.43706741,-34.63217813,CALLE,PASAJEROS,BICICLETA,1
2020-0079,2020-12-27,2020,12,27,4,12,-58.49332664,-34.54836855,GRAL PAZ,OBJETO FIJO,MOTO,1
2021-0001,2021-01-06,2021,1,6,18,1,-58.37960727,-34.62622851,AUTOPISTA,AUTO,MOTO,1
2021-0002,2021-01-07,2021,1,7,10,9,-58.51061062,-34.64972472,AVENIDA,CARGAS,MOTO,1
2021-0003,2021-01-10,2021,1,10,7,7,-58.43052224,-34.62941648,AUTOPISTA,OBJETO FIJO,MOTO,1
2021-0004,2021-01-11,2021,1,11,9,5,-58.41455544,-34.63866836,AVENIDA,CARGAS,PEATON,1
2021-0005,2021-01-11,2021,1,11,21,9,-58.46774439,-34.64730145,AVENIDA,AUTO,PEATON,1
2021-0006,2021-01-12,2021,1,12,21,14,-58.40786274,-34.56726817,AUTOPISTA,CARGAS,MOTO,1
2021-0007,2021-01-18,2021,1,18,10,15,-58.48744301,-34.58622275,AVENIDA,MOTO,MOTO,1
2021-0008,2021-01-22,2021,1,22,23,4,-58.41657793,-34.65476216,AVENIDA,PASAJEROS,PEATON,1
2021-0009,2021-01-23,2021,1,23,5,6,-58.45351111,-34.61134937,AVENIDA,OBJETO FIJO,MOTO,1
2021-0010,2021-01-23,2021,1,23,8,12,-58.50073810,-34.54979510,GRAL PAZ,AUTO,MOTO,1
2021-0011,2021-01-27,2021,1,27,1,2,-58.39144148,-34.59564871,AVENIDA,AUTO,PEATON,1
2021-0012,2021-01-29,2021,1,29,20,8,-58.48191128,-34.68385968,AUTOPISTA,AUTO,PEATON,1
2021-0013,2021-01-31,2021,1,31,6,10,-58.48727942,-34.63652467,AVENIDA,OBJETO FIJO,MOTO,1
2021-0014,2021-02-02,2021,2,2,0,15,-58.48328708,-34.59779521,AVENIDA,AUTO,PEATON,1
2021-0015,2021-02-06,2021,2,6,3,15,-58.49018543,-34.59724990,AVENIDA,OBJETO FIJO,MOTO,1
2021-0016,2021-02-14,2021,2,14,5,8,-58.47230127,-34.68482689,AVENIDA,OBJETO FIJO,AUTO,1
2021-0017,2021-02-17,2021,2,17,4,1,-58.38262614,-34.63168269,AVENIDA,PASAJEROS,MOTO,1
2021-0018,2021-02-20,2021,2,20,19,3,-58.41047268,-34.60793518,CALLE,AUTO,PEATON,1
2021-0019,2021-02-21,2021,2,21,1,12,-58.49659234,-34.56353635,AVENIDA,OBJETO FIJO,MOTO,1
2021-0020,2021-02-21,2021,2,21,15,5,-58.42462955,-34.60727189,CALLE,CARGAS,PEATON,1
2021-0021,2021-02-26,2021,2,26,5,3,-58.41168345,-34.61185625,CALLE,OBJETO FIJO,MOTO,1
2021-0022,2021-02-28,2021,2,28,12,13,-58.45157681,-34.55217303,AVENIDA,SD,PASAJEROS,1
2021-0023,2021-03-01,2021,3,1,9,4,.,.,AUTOPISTA,CARGAS,MOTO,1
2021-0024,2021-03-03,2021,3,3,16,9,-58.49573651,-34.67006054,AVENIDA,CARGAS,BICICLETA,1
2021-0025,2021-03-11,2021,3,11,3,8,-58.48695354,-34.68795245,GRAL PAZ,OTRO,MOTO,1
2021-0026,2021-03-15,2021,3,15,2,4,-58.37562539,-34.64449357,AUTOPISTA,OBJETO FIJO,MOTO,1
2021-0027,2021-03-16,2021,3,16,15,12,-58.49491054,-34.54795581,GRAL PAZ,CARGAS,MOTO,1
2021-0028,2021-03-29,2021,3,29,17,7,-58.44147621,-34.64357704,AVENIDA,PASAJEROS,PEATON,1
2021-0029,2021-03-31,2021,3,31,18,7,-58.46899119,-34.63215432,AVENIDA,AUTO,AUTO,1
2021-0030,2021-04-03,2021,4,3,18,4,-58.38685612,-34.63455776,CALLE,PASAJEROS,PEATON,1
2021-0031,2021-04-07,2021,4,7,10,1,-58.38113667,-34.61765323,AVENIDA,CARGAS,PEATON,1
2021-0032,2021-04-10,2021,4,10,19,13,-58.44112678,-34.54538956,AUTOPISTA,MOTO,PEATON,1
2021-0033,2021-04-14,2021,4,14,17,5,-58.41595919,-34.62743346,AUTOPISTA,OBJETO FIJO,AUTO,1
2021-0034,2021-04-19,2021,4,19,14,4,-58.40184094,-34.64546845,AVENIDA,CARGAS,MOTO,1
2021-0035,2021-05-03,2021,5,3,9,8,-58.44642231,-34.65679806,AVENIDA,CARGAS,MOTO,1
2021-0036,2021-05-09,2021,5,9,6,11,-58.52340614,-34.59798754,GRAL PAZ,OBJETO FIJO,MOTO,1
2021-0037,2021-05-11,2021,5,11,7,13,-58.46649069,-34.56219075,AVENIDA,PASAJEROS,PEATON,1
2021-0038,2021-05-14,2021,5,14,11,14,-58.42653328,-34.57816791,AVENIDA,CARGAS,MOTO,1
2021-0039,2021-05-15,2021,5,15,12,9,-58.50407099,-34.65303372,AVENIDA,AUTO,BICICLETA,1
2021-0040,2021-05-20,2021,5,20,5,13,-58.46743471,-34.53476874,GRAL PAZ,AUTO,MOTO,1
2021-0041,2021-05-20,2021,5,20,8,14,-58.40986646,-34.57728060,AVENIDA,PASAJEROS,PEATON,1
2021-0042,2021-05-21,2021,5,21,5,9,-58.51739138,-34.63931792,AVENIDA,PASAJEROS,PEATON,1
2021-0043,2021-05-22,2021,5,22,18,9,-58.50719962,-34.65556223,AVENIDA,AUTO,PEATON,1
2021-0044,2021-05-25,2021,5,25,2,9,-58.46712311,-34.64600222,AVENIDA,OBJETO FIJO,MOTO,1
2021-0045,2021-05-26,2021,5,26,17,4,-58.37709334,-34.64035082,AUTOPISTA,MULTIPLE,MOTO,1
2021-0046,2021-05-31,2021,5,31,2,15,-58.46033141,-34.58569883,AVENIDA,OBJETO FIJO,AUTO,1
2021-0047,2021-06-02,2021,6,2,16,4,-58.42190745,-34.65633192,AVENIDA,AUTO,MOTO,1
2021-0048,2021-06-03,2021,6,3,9,12,-58.49026573,-34.56981410,AVENIDA,AUTO,BICICLETA,1
2021-0049,2021-06-03,2021,6,3,20,8,-58.45410344,-34.66902702,AVENIDA,AUTO,AUTO,1
2021-0050,2021-06-10,2021,6,10,13,13,-58.44751621,-34.55719892,AVENIDA,PASAJEROS,MOTO,1
2021-0051,2021-06-15,2021,6,15,19,4,-58.42040352,-34.66005171,AVENIDA,CARGAS,PEATON,1
2021-0052,2021-06-20,2021,6,20,5,8,-58.49530249,-34.68010798,GRAL PAZ,OBJETO FIJO,MOTO,1
2021-0053,2021-06-20,2021,6,20,12,15,-58.44399875,-34.59477360,AVENIDA,BICICLETA,PEATON,1
2021-0054,2021-06-22,2021,6,22,14,4,-58.42759813,-34.65463857,CALLE,CARGAS,MOTO,1
2021-0055,2021-06-29,2021,6,29,12,3,-58.40547222,-34.60456293,AVENIDA,CARGAS,MOTO,1
2021-0056,2021-07-09,2021,7,9,23,4,-58.42473018,-34.65008280,AVENIDA,AUTO,BICICLETA,1
2021-0057,2021-07-10,2021,7,10,23,2,-58.39257023,-34.57563957,AUTOPISTA,OBJETO FIJO,AUTO,1
2021-0058,2021-07-21,2021,7,21,0,12,-58.48941042,-34.54596153,GRAL PAZ,AUTO,PEATON,1
2021-0059,2021-07-22,2021,7,22,1,3,-58.39640740,-34.62783085,AVENIDA,OBJETO FIJO,AUTO,1
2021-0060,2021-07-22,2021,7,22,12,5,-58.41971993,-34.61112240,AVENIDA,PASAJEROS,PEATON,1
2021-0061,2021-07-24,2021,7,24,9,4,-58.40544588,-34.65012801,AVENIDA,CARGAS,PEATON,1
2021-0062,2021-07-27,2021,7,27,7,4,-58.42003882,-34.64645957,AVENIDA,CARGAS,AUTO,1
2021-0063,2021-08-02,2021,8,2,4,7,-58.46851293,-34.63348678,AVENIDA,AUTO,AUTO,1
2021-0064,2021-08-02,2021,8,2,20,9,-58.52931141,-34.65422917,GRAL PAZ,CARGAS,PEATON,1
2021-0065,2021-08-06,2021,8,6,8,6,-58.42675754,-34.62699730,AVENIDA,PASAJEROS,PEATON,1
2021-0066,2021-08-06,2021,8,6,20,11,-58.52933723,-34.61098186,AVENIDA,PASAJEROS,PEATON,1
2021-0067,2021-08-08,2021,8,8,9,1,-58.37910943,-34.62764718,AUTOPISTA,OBJETO FIJO,MOTO,1
2021-0068,2021-08-15,2021,8,15,6,11,-58.52161176,-34.61164474,AVENIDA,OBJETO FIJO,MOTO,1
2021-0069,2021-08-20,2021,8,20,17,14,-58.41354692,-34.58697680,AVENIDA,AUTO,PEATON,1
2021-0070,2021-08-28,2021,8,28,8,8,-58.43960781,-34.65470804,AVENIDA,CARGAS,MOTO,1
2021-0071,2021-08-31,2021,8,31,16,3,-58.40454610,-34.60003693,CALLE,MOTO,PEATON,1
2021-0072,2021-09-01,2021,9,1,19,2,-58.39303911,-34.59871111,AVENIDA,AUTO,PEATON,1
2021-0073,2021-09-18,2021,9,18,12,2,-58.39391034,-34.58405348,AVENIDA,AUTO,BICICLETA,1
2021-0074,2021-09-20,2021,9,20,15,12,-58.50073810,-34.54979510,GRAL PAZ,MULTIPLE,MOTO,1
2021-0075,2021-09-21,2021,9,21,14,1,-58.38281301,-34.62786038,CALLE,CARGAS,PEATON,1
2021-0076,2021-10-16,2021,10,16,6,7,-58.43980799,-34.65094083,AVENIDA,OBJETO FIJO,MOTO,1
2021-0077,2021-10-18,2021,10,18,7,6,-58.44402387,-34.62933109,AVENIDA,CARGAS,MOTO,1
2021-0078,2021-10-23,2021,10,23,6,6,-58.42779702,-34.62207347,AVENIDA,PASAJEROS,MOTO,1
2021-0079,2021-10-25,2021,10,25,3,3,-58.40944147,-34.60097942,CALLE,AUTO,PEATON,1
2021-0080,2021-10-28,2021,10,28,16,1,-58.38277479,-34.59430160,AVENIDA,AUTO,MOTO,1
2021-0081,2021-11-02,2021,11,2,13,4,-58.37627355,-34.63800916,AUTOPISTA,CARGAS,MOTO,1
2021-0082,2021-11-06,2021,11,6,4,3,-58.39591856,-34.62453459,AUTOPISTA,AUTO,MOTO,1
2021-0083,2021-11-09,2021,11,9,0,13,-58.45829717,-34.56015762,AVENIDA,AUTO,MOTO,1
2021-0084,2021-11-11,2021,11,11,3,9,-58.49142611,-34.64584795,AVENIDA,OBJETO FIJO,AUTO,1
2021-0097,2021-11-18,2021,11,18,6,1,-58.37976155,-34.58679619,CALLE,AUTO,BICICLETA,1
2021-0085,2021-11-20,2021,11,20,18,12,-58.51271409,-34.57786555,GRAL PAZ,OBJETO FIJO,MOTO,1
2021-0086,2021-11-25,2021,11,25,10,6,-58.44864864,-34.62352826,AVENIDA,PASAJEROS,PEATON,1
2021-0087,2021-11-27,2021,11,27,11,1,-58.37795815,-34.59167894,CALLE,BICICLETA,PEATON,1
2021-0088,2021-12-01,2021,12,1,15,13,-58.45531707,-34.55555257,CALLE,AUTO,MOTO,1
2021-0089,2021-12-02,2021,12,2,1,11,-58.47633683,-34.62140594,AVENIDA,AUTO,MOTO,1
2021-0090,2021-12-10,2021,12,10,11,1,-58.38188582,-34.60256036,AVENIDA,PASAJEROS,PEATON,1
2021-0091,2021-12-11,2021,12,11,23,10,-58.51989389,-34.62284918,CALLE,AUTO,MOTO,1
2021-0092,2021-12-12,2021,12,12,6,3,-58.40596860,-34.61011987,AVENIDA,AUTO,PEATON,1
2021-0093,2021-12-13,2021,12,13,17,7,-58.43353773,-34.64561636,AVENIDA,AUTO,MOTO,1
2021-0094,2021-12-20,2021,12,20,1,9,-58.46739825,-34.65117757,AUTOPISTA,AUTO,MOTO,1
2021-0095,2021-12-30,2021,12,30,0,11,-58.47293407,-34.61984745,AVENIDA,CARGAS,MOTO,1
2021-0096,2021-12-15,2021,12,15,10,9,-58.47066794,-34.65021673,AVENIDA,CARGAS,AUTO,1
